Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
"saya sangat suka banget menggunakan ShopeePay karena sangat mudah digunakan untuk bertransaksi, tidak lemot prosesnya dan tersambung kemana saja dlm setiap hal perbankan dan pembayaran. terua tingkatkan systemnya yaa min.. Terima kasih ShopeePay.. 👍🏻😘👍🏻😘👍🏻",saya sangat suka banget menggunakan shopeepay karena sangat mudah digunakan untuk bertransaksi tidak lemot prosesnya tersambung kemana saja setiap perbankan pembayaran terua tingkatkan systemnya terima kasih shopeepay,saya sangat suka banget menggunakan shopeepay karena sangat mudah digunakan untuk bertransaksi tidak lemot prosesnya tersambung kemana saja setiap perbankan pembayaran terua tingkatkan systemnya terima kasih shopeepay,"['saya', 'sangat', 'suka', 'banget', 'menggunakan', 'shopeepay', 'karena', 'sangat', 'mudah', 'digunakan', 'untuk', 'bertransaksi', 'tidak', 'lemot', 'prosesnya', 'tersambung', 'kemana', 'saja', 'setiap', 'perbankan', 'pembayaran', 'terua', 'tingkatkan', 'systemnya', 'terima', 'kasih', 'shopeepay']","['suka', 'banget', 'shopeepay', 'mudah', 'bertransaksi', 'lemot', 'prosesnya', 'tersambung', 'kemana', 'perbankan', 'pembayaran', 'terua', 'tingkatkan', 'systemnya', 'terima', 'kasih', 'shopeepay']",suka banget shopeepay mudah transaksi lot proses sambung mana perban bayar rua tingkat systemnya terima kasih shopeepay
"fungsi shopee buat apk ini buat apa si? buat mempermudah? padahal fiturnya kan cuma seputar pembayaran ya gak ada tu ikaln apa pruduknya tp kok lolanya sama kek apk utamanya? mana gak lebih update ketimbang apk utama, masa gue top up saldonya gak nambah2 padahal di apk utama saldonya udah nambah",fungsi shopee buat buat buat mempermudah padahal fiturnya cuma seputar pembayaran ikaln pruduknya lolanya sama utamanya mana lebih update ketimbang utama masa saldonya nambah padahal utama saldonya udah nambah,fungsi shopee buat buat buat mempermudah padahal fiturnya cuma seputar pembayaran ikaln pruduknya lolanya sama utamanya mana lebih update ketimbang utama masa saldonya menambah padahal utama saldonya sudah menambah,"['fungsi', 'shopee', 'buat', 'buat', 'buat', 'mempermudah', 'padahal', 'fiturnya', 'cuma', 'seputar', 'pembayaran', 'ikaln', 'pruduknya', 'lolanya', 'sama', 'utamanya', 'mana', 'lebih', 'update', 'ketimbang', 'utama', 'masa', 'saldonya', 'menambah', 'padahal', 'utama', 'saldonya', 'sudah', 'menambah']","['fungsi', 'shopee', 'mempermudah', 'fiturnya', 'seputar', 'pembayaran', 'ikaln', 'pruduknya', 'lolanya', 'utamanya', 'update', 'ketimbang', 'utama', 'saldonya', 'menambah', 'utama', 'saldonya', 'menambah']",fungsi shopee mudah fiturnya putar bayar ikaln pruduknya lolanya utama update ketimbang utama saldo tambah utama saldo tambah
"tidak jelas, saat di buru buru malah di suruh nunggu 1hari, apk ga guna!",tidak jelas saat buru buru malah suruh nunggu hari guna,tidak jelas saat buru buru malah suruh menunggu hari guna,"['tidak', 'jelas', 'saat', 'buru', 'buru', 'malah', 'suruh', 'menunggu', 'hari', 'guna']","['buru', 'buru', 'suruh', 'menunggu']",buru buru suruh tunggu
aplikasi nya bagus mudah di gunakan.,aplikasi bagus mudah gunakan,aplikasi bagus mudah gunakan,"['aplikasi', 'bagus', 'mudah', 'gunakan']","['aplikasi', 'bagus', 'mudah']",aplikasi bagus mudah
tolong admin buat transfer bank di hilangin,tolong admin buat transfer bank hilangin,tolong admin buat transfer bank menghilangkan,"['tolong', 'admin', 'buat', 'transfer', 'bank', 'menghilangkan']","['tolong', 'admin', 'transfer', 'bank', 'menghilangkan']",tolong admin transfer bank hilang
"katanya dpt 50 ribu, ternyata tipu",katanya ribu ternyata tipu,katanya ribu ternyata tipu,"['katanya', 'ribu', 'ternyata', 'tipu']","['ribu', 'tipu']",ribu tipu
dengan shopeepay semoga semua kebutuhan saya terpenui,dengan shopeepay semoga semua kebutuhan saya terpenui,dengan shopeepay semoga semua kebutuhan saya terpenui,"['dengan', 'shopeepay', 'semoga', 'semua', 'kebutuhan', 'saya', 'terpenui']","['shopeepay', 'semoga', 'kebutuhan', 'terpenui']",shopeepay moga butuh terpenui
"Ada beberapa aplikasi dompet, ini salah satu yang terbaik...",beberapa aplikasi dompet salah satu yang terbaik,beberapa aplikasi dompet salah satu yang terbaik,"['beberapa', 'aplikasi', 'dompet', 'salah', 'satu', 'yang', 'terbaik']","['aplikasi', 'dompet', 'salah', 'terbaik']",aplikasi dompet salah baik
"parah isi saldo dari VA BCA tidak masuk sudah complain 2 x 24 jam masih juga belum masuk, lambat sekali penangananya",parah saldo dari tidak masuk sudah complain masih juga belum masuk lambat sekali penangananya,parah saldo dari tidak masuk sudah complain masih juga belum masuk lambat sekali penangananya,"['parah', 'saldo', 'dari', 'tidak', 'masuk', 'sudah', 'complain', 'masih', 'juga', 'belum', 'masuk', 'lambat', 'sekali', 'penangananya']","['parah', 'saldo', 'masuk', 'complain', 'masuk', 'lambat', 'penangananya']",parah saldo masuk complain masuk lambat penangananya
ulasannya buzzer semua,ulasannya buzzer semua,ulasannya buzzer semua,"['ulasannya', 'buzzer', 'semua']","['ulasannya', 'buzzer']",ulas buzzer
gak bisa ajukan pinjam helleh,bisa ajukan pinjam helleh,bisa ajukan pinjam helleh,"['bisa', 'ajukan', 'pinjam', 'helleh']","['ajukan', 'pinjam', 'helleh']",aju pinjam helleh
"voucher scam, sama sekali ga dapet potongan walaupun udah ada voucher.",voucher scam sama sekali dapet potongan walaupun udah voucher,voucher scam sama sekali dapat potongan walaupun sudah voucher,"['voucher', 'scam', 'sama', 'sekali', 'dapat', 'potongan', 'walaupun', 'sudah', 'voucher']","['voucher', 'scam', 'potongan', 'voucher']",voucher scam potong voucher
sabgat membantu dan berguna,sabgat membantu berguna,sabgat membantu berguna,"['sabgat', 'membantu', 'berguna']","['sabgat', 'membantu', 'berguna']",sabgat bantu guna
mantaaaapppp....,mantaaaapppp,mantaaaapppp,['mantaaaapppp'],['mantaaaapppp'],mantaaaapppp
kasi bintang lima biar tidak loading,kasi bintang lima biar tidak loading,kasih bintang lima biar tidak loading,"['kasih', 'bintang', 'lima', 'biar', 'tidak', 'loading']","['kasih', 'bintang', 'biar', 'loading']",kasih bintang biar loading
Kamis sesuai tanggal jam 18.00 apk error gabisa dibuat bayar kuota lancar padahal gabisa buat kirim uang mohon segera di benahi bugnya,kamis sesuai tanggal  error gabisa dibuat bayar kuota lancar padahal gabisa buat kirim uang mohon segera benahi bugnya,kamis sesuai tanggal error tidak bisa dibuat bayar kuota lancar padahal tidak bisa buat kirim uang mohon segera benahi bugnya,"['kamis', 'sesuai', 'tanggal', 'error', 'tidak', 'bisa', 'dibuat', 'bayar', 'kuota', 'lancar', 'padahal', 'tidak', 'bisa', 'buat', 'kirim', 'uang', 'mohon', 'segera', 'benahi', 'bugnya']","['kamis', 'sesuai', 'tanggal', 'error', 'bayar', 'kuota', 'lancar', 'kirim', 'uang', 'mohon', 'benahi', 'bugnya']",kamis sesuai tanggal error bayar kuota lancar kirim uang mohon benah bugnya
memudahkan pembayaran belanja dishopee,memudahkan pembayaran belanja dishopee,memudahkan pembayaran belanja dishopee,"['memudahkan', 'pembayaran', 'belanja', 'dishopee']","['memudahkan', 'pembayaran', 'belanja', 'dishopee']",mudah bayar belanja dishopee
ketagihan banget dengan shopi,ketagihan banget dengan shopi,ketagihan banget dengan shopi,"['ketagihan', 'banget', 'dengan', 'shopi']","['ketagihan', 'banget', 'shopi']",tagih banget shopi
dapatnya cuma 50 coin🤤bukan 50ribu yang di janjikan itu pun check in tiap hari.... payah hub cs juga susah,dapatnya cuma coinbukan ribu yang janjikan check tiap hari payah juga susah,dapatnya cuma coinbukan ribu yang janjikan check tiap hari payah juga susah,"['dapatnya', 'cuma', 'coinbukan', 'ribu', 'yang', 'janjikan', 'check', 'tiap', 'hari', 'payah', 'juga', 'susah']","['dapatnya', 'coinbukan', 'ribu', 'janjikan', 'check', 'payah', 'susah']",dapat coinbukan ribu janji check payah susah
sangat mudah dan aman menggunakannya ditambah dgn diskon2 yg menarik,sangat mudah aman menggunakannya ditambah diskon menarik,sangat mudah aman menggunakannya ditambah diskon menarik,"['sangat', 'mudah', 'aman', 'menggunakannya', 'ditambah', 'diskon', 'menarik']","['mudah', 'aman', 'menggunakannya', 'ditambah', 'diskon', 'menarik']",mudah aman guna tambah diskon tarik
super shopping ..,super shopping,super shopping,"['super', 'shopping']","['super', 'shopping']",super shopping
Bila terbukti memberi saldo gratis akan sya rubah penilaian saya,bila terbukti memberi saldo gratis akan rubah penilaian saya,bila terbukti memberi saldo gratis akan rubah penilaian saya,"['bila', 'terbukti', 'memberi', 'saldo', 'gratis', 'akan', 'rubah', 'penilaian', 'saya']","['terbukti', 'saldo', 'gratis', 'rubah', 'penilaian']",bukti saldo gratis rubah nilai
urusan jadi mudah,urusan jadi mudah,urusan jadi mudah,"['urusan', 'jadi', 'mudah']","['urusan', 'mudah']",urus mudah
mantap gak pernah ada masalah biaya admin gratis,mantap pernah masalah biaya admin gratis,mantap pernah masalah biaya admin gratis,"['mantap', 'pernah', 'masalah', 'biaya', 'admin', 'gratis']","['mantap', 'biaya', 'admin', 'gratis']",mantap biaya admin gratis
mantap sekali ini aplikasi,mantap sekali aplikasi,mantap sekali aplikasi,"['mantap', 'sekali', 'aplikasi']","['mantap', 'aplikasi']",mantap aplikasi
Goodapp,goodapp,goodapp,['goodapp'],['goodapp'],goodapp
mntb PO,mntb,mntb,['mntb'],['mntb'],mntb
cepat tepat dan akurat,cepat tepat akurat,cepat tepat akurat,"['cepat', 'tepat', 'akurat']","['cepat', 'akurat']",cepat akurat
makin kereeeeeen mksih shopeepay..,makin kereeeeeen mksih shopeepay,makin kereeeeeen terima kasih shopeepay,"['makin', 'kereeeeeen', 'terima', 'kasih', 'shopeepay']","['kereeeeeen', 'terima', 'kasih', 'shopeepay']",kereeeeeen terima kasih shopeepay
"download aplikasi Spay dapat 50k , katanya, saya kira langsung diberi tetapi perlu login 7hari lagi dan itu belum pasti, memang benar yg dikatakan Albert Einstein mengenai orang pintar adalah mereka yang menjelaskan dan dapat dipahami orang awam, maka dpt disimpulkan bahwa tadi itu Download apk Spay ini merupakan pembodohan, saya kira bintang 1 tidak mempengaruhi rating Spay sebagai bagian dari pendapat kecil yg perlu dipertimbangkan 😁😁",download aplikasi spay dapat katanya saya kira langsung diberi tetapi perlu login hari lagi belum pasti memang benar dikatakan albert einstein mengenai orang pintar adalah mereka yang menjelaskan dapat dipahami orang awam maka disimpulkan bahwa tadi download spay merupakan pembodohan saya kira bintang tidak mempengaruhi rating spay sebagai bagian dari pendapat kecil perlu dipertimbangkan,download aplikasi spay dapat katanya saya kira langsung diberi tetapi perlu login hari lagi belum pasti memang benar dikatakan albert einstein mengenai orang pintar adalah mereka yang menjelaskan dapat dipahami orang awam maka disimpulkan bahwa tadi download spay merupakan pembodohan saya kira bintang tidak mempengaruhi rating spay sebagai bagian dari pendapat kecil perlu dipertimbangkan,"['download', 'aplikasi', 'spay', 'dapat', 'katanya', 'saya', 'kira', 'langsung', 'diberi', 'tetapi', 'perlu', 'login', 'hari', 'lagi', 'belum', 'pasti', 'memang', 'benar', 'dikatakan', 'albert', 'einstein', 'mengenai', 'orang', 'pintar', 'adalah', 'mereka', 'yang', 'menjelaskan', 'dapat', 'dipahami', 'orang', 'awam', 'maka', 'disimpulkan', 'bahwa', 'tadi', 'download', 'spay', 'merupakan', 'pembodohan', 'saya', 'kira', 'bintang', 'tidak', 'mempengaruhi', 'rating', 'spay', 'sebagai', 'bagian', 'dari', 'pendapat', 'kecil', 'perlu', 'dipertimbangkan']","['download', 'aplikasi', 'spay', 'langsung', 'login', 'albert', 'einstein', 'orang', 'pintar', 'dipahami', 'orang', 'awam', 'disimpulkan', 'download', 'spay', 'pembodohan', 'bintang', 'mempengaruhi', 'rating', 'spay', 'pendapat', 'dipertimbangkan']",download aplikasi spay langsung login albert einstein orang pintar paham orang awam simpul download spay bodoh bintang pengaruh rating spay dapat timbang
"berbahaya, banyak spam nya",berbahaya banyak spam,berbahaya banyak spam,"['berbahaya', 'banyak', 'spam']","['berbahaya', 'spam']",bahaya spam
APLIKASINYA BERBOHONG,aplikasinya berbohong,aplikasinya berbohong,"['aplikasinya', 'berbohong']","['aplikasinya', 'berbohong']",aplikasi bohong
"kecewa sih, tiba-tiba saldo gabisa dipakai. Habis topup mau dipindah ke seabank gabisa, udah dicoba mau tf ke bank lain juga gabisa. Buat transaksi qr juga gabisa. Penanganan juga lama, udah 5 hari masih belum bisa Segera deh perbarui sistem shopee, udah menghubungi cs dari awal ada kendala juga masih sama aja",kecewa tibatiba saldo gabisa dipakai habis topup dipindah seabank gabisa udah dicoba bank lain juga gabisa buat transaksi juga gabisa penanganan juga lama udah hari masih belum bisa segera perbarui sistem shopee udah menghubungi dari awal kendala juga masih sama,kecewa tibatiba saldo tidak bisa dipakai habis topup dipindah seabank tidak bisa sudah dicoba bank lain juga tidak bisa buat transaksi juga tidak bisa penanganan juga lama sudah hari masih belum bisa segera perbarui sistem shopee sudah menghubungi dari awal kendala juga masih sama,"['kecewa', 'tibatiba', 'saldo', 'tidak', 'bisa', 'dipakai', 'habis', 'topup', 'dipindah', 'seabank', 'tidak', 'bisa', 'sudah', 'dicoba', 'bank', 'lain', 'juga', 'tidak', 'bisa', 'buat', 'transaksi', 'juga', 'tidak', 'bisa', 'penanganan', 'juga', 'lama', 'sudah', 'hari', 'masih', 'belum', 'bisa', 'segera', 'perbarui', 'sistem', 'shopee', 'sudah', 'menghubungi', 'dari', 'awal', 'kendala', 'juga', 'masih', 'sama']","['kecewa', 'tibatiba', 'saldo', 'dipakai', 'habis', 'topup', 'dipindah', 'seabank', 'dicoba', 'bank', 'transaksi', 'penanganan', 'perbarui', 'sistem', 'shopee', 'menghubungi', 'kendala']",kecewa tibatiba saldo pakai habis topup pindah seabank coba bank transaksi tangan baru sistem shopee hubung kendala
Mempermudah transaksi,mempermudah transaksi,mempermudah transaksi,"['mempermudah', 'transaksi']","['mempermudah', 'transaksi']",mudah transaksi
apk nyah sanget bagus,nyah sanget bagus,nya sanget bagus,"['nya', 'sanget', 'bagus']","['nya', 'sanget', 'bagus']",nya sanget bagus
mantap sangat membantu bgt,mantap sangat membantu,mantap sangat membantu,"['mantap', 'sangat', 'membantu']","['mantap', 'membantu']",mantap bantu
puasss banget dengan layanan shopee paylater🥰,puasss banget dengan layanan shopee paylater,puasss banget dengan layanan shopee paylater,"['puasss', 'banget', 'dengan', 'layanan', 'shopee', 'paylater']","['puasss', 'banget', 'layanan', 'shopee', 'paylater']",puasss banget layan shopee paylater
buat spay nya boleh lah... tp pas ngajuin s pinjam kendalanya pas foto KTP... serius gak bs mlu.. kudu gmn sih?,buat spay boleh ngajuin pinjam kendalanya foto serius kudu,buat spay boleh mengajukan pinjam kendalanya foto serius kudu,"['buat', 'spay', 'boleh', 'mengajukan', 'pinjam', 'kendalanya', 'foto', 'serius', 'kudu']","['spay', 'mengajukan', 'pinjam', 'kendalanya', 'foto', 'serius', 'kudu']",spay aju pinjam kendala foto serius kudu
Akses shopee pinjamannya lambat sekali,akses shopee pinjamannya lambat sekali,akses shopee pinjamannya lambat sekali,"['akses', 'shopee', 'pinjamannya', 'lambat', 'sekali']","['akses', 'shopee', 'pinjamannya', 'lambat']",akses shopee pinjam lambat
Belanja online aman,belanja online aman,belanja online aman,"['belanja', 'online', 'aman']","['belanja', 'online', 'aman']",belanja online aman
lebih cepat tdk ribet,lebih cepat ribet,lebih cepat ribet,"['lebih', 'cepat', 'ribet']","['cepat', 'ribet']",cepat ribet
"Aplikasi pengambil saldo, tidak sedang memesan sesuatu tpi saldo di ambil begitu saja👊",aplikasi pengambil saldo tidak sedang memesan sesuatu saldo ambil begitu saja,aplikasi pengambil saldo tidak sedang memesan sesuatu saldo ambil begitu saja,"['aplikasi', 'pengambil', 'saldo', 'tidak', 'sedang', 'memesan', 'sesuatu', 'saldo', 'ambil', 'begitu', 'saja']","['aplikasi', 'pengambil', 'saldo', 'memesan', 'saldo', 'ambil']",aplikasi ambil saldo mes saldo ambil
"sangat mudah digunakkan,mantap",sangat mudah digunakkanmantap,sangat mudah digunakkanmantap,"['sangat', 'mudah', 'digunakkanmantap']","['mudah', 'digunakkanmantap']",mudah digunakkanmantap
sangat 👍bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus
"maaantaap,dengan shopeepay belanja jadi mudah,gak ribet",maaantaapdengan shopeepay belanja jadi mudahgak ribet,maaantaapdengan shopeepay belanja jadi mudahgak ribet,"['maaantaapdengan', 'shopeepay', 'belanja', 'jadi', 'mudahgak', 'ribet']","['maaantaapdengan', 'shopeepay', 'belanja', 'mudahgak', 'ribet']",maaantaapdengan shopeepay belanja mudahgak ribet
"sekarang shopee banyak biyaya penanganannya, contoh kalo saya beli tempat makan seharga 31 dapet diskon 5rb Jadi 26, mode layanan 1rb 5ratus terus saya atur mode pembayaran transfer ehh jadi gak dapet diskon 5rb biyaya layanan jadi 2500, gimana sihh.. bukan itu aja pernah saya beli barang lain dari harga berapa pas mau cak out harganya beda jauh sama harga yang di jual",sekarang shopee banyak biyaya penanganannya contoh kalo saya beli tempat makan seharga dapet diskon jadi mode layanan ratus terus saya atur mode pembayaran transfer jadi dapet diskon biyaya layanan jadi  gimana sihh bukan pernah saya beli barang lain dari harga berapa harganya beda jauh sama harga yang jual,sekarang shopee banyak biyaya penanganannya contoh kalau saya beli tempat makan seharga dapat diskon jadi mode layanan ratus terus saya atur mode pembayaran transfer jadi dapat diskon biyaya layanan jadi bagaimana sih bukan pernah saya beli barang lain dari harga berapa harganya beda jauh sama harga yang jual,"['sekarang', 'shopee', 'banyak', 'biyaya', 'penanganannya', 'contoh', 'kalau', 'saya', 'beli', 'tempat', 'makan', 'seharga', 'dapat', 'diskon', 'jadi', 'mode', 'layanan', 'ratus', 'terus', 'saya', 'atur', 'mode', 'pembayaran', 'transfer', 'jadi', 'dapat', 'diskon', 'biyaya', 'layanan', 'jadi', 'bagaimana', 'sih', 'bukan', 'pernah', 'saya', 'beli', 'barang', 'lain', 'dari', 'harga', 'berapa', 'harganya', 'beda', 'jauh', 'sama', 'harga', 'yang', 'jual']","['shopee', 'biyaya', 'penanganannya', 'contoh', 'beli', 'makan', 'seharga', 'diskon', 'mode', 'layanan', 'ratus', 'atur', 'mode', 'pembayaran', 'transfer', 'diskon', 'biyaya', 'layanan', 'sih', 'beli', 'barang', 'harga', 'harganya', 'beda', 'harga', 'jual']",shopee biyaya tangan contoh beli makan harga diskon mode layan ratus atur mode bayar transfer diskon biyaya layan sih beli barang harga harga beda harga jual
semangat melayani konsumen,semangat melayani konsumen,semangat melayani konsumen,"['semangat', 'melayani', 'konsumen']","['semangat', 'melayani', 'konsumen']",semangat layan konsumen
ShopeePay is the best...👍🌟👍🌟👍,shopeepay best,shopeepay best,"['shopeepay', 'best']","['shopeepay', 'best']",shopeepay best
Aplikasi tetbaik,aplikasi tetbaik,aplikasi tetbaik,"['aplikasi', 'tetbaik']","['aplikasi', 'tetbaik']",aplikasi tetbaik
"oke syekali baik pelayanan nya, teruskan yahh👍🙏",syekali baik pelayanan teruskan yahh,syekali baik pelayanan teruskan ya,"['syekali', 'baik', 'pelayanan', 'teruskan', 'ya']","['syekali', 'pelayanan', 'teruskan', 'ya']",syekali layan terus ya
praktisss hemat dan murah,praktisss hemat murah,praktisss hemat murah,"['praktisss', 'hemat', 'murah']","['praktisss', 'hemat', 'murah']",praktisss hemat murah
oke banget ShoeePay,banget shoeepay,banget shoeepay,"['banget', 'shoeepay']","['banget', 'shoeepay']",banget shoeepay
apapun pembayaran bisa mudah dan cepat dengan shopee pay. tap mantap.,apapun pembayaran bisa mudah cepat dengan shopee mantap,apapun pembayaran bisa mudah cepat dengan shopee mantap,"['apapun', 'pembayaran', 'bisa', 'mudah', 'cepat', 'dengan', 'shopee', 'mantap']","['apapun', 'pembayaran', 'mudah', 'cepat', 'shopee', 'mantap']",apa bayar mudah cepat shopee mantap
